Sale_ID	Store_ID	Product_ID	Customer_ID	Quantity	Amount	Sale_Date
148	11	1100	7163	4	50	2024-02-14 00:00:00
149	5	1093	6709	2	350	2024-12-26 00:00:00
150	1	1024	8764	2	1800	2024-05-16 00:00:00
151	8	1039	6761	6	1050	2024-09-19 00:00:00
152	6	1068	6692	1	340	2024-05-14 00:00:00
153	12	1093	8235	0	0	2024-08-05 00:00:00
154	12	1044	8654	1	340	2024-12-18 00:00:00
155	5	1005	7034	1	12.5	2024-02-19 00:00:00
156	7	1055	6245	2	350	2024-08-10 00:00:00
157	4	1093	5125	0	0	2024-04-17 00:00:00
158	6	1030	5656	5	62.5	2024-01-14 00:00:00
159	13	1029	6199	4	700	2024-08-26 00:00:00
160	20	1026	6996	3	525	2024-12-20 00:00:00
161	15	1083	7711	2	25	2024-08-09 00:00:00
162	3	1026	8765	1	175	2024-10-17 00:00:00
163	8	1037	8446	2	25	2024-07-09 00:00:00
164	20	1091	5990	3	37.5	2024-01-19 00:00:00
165	16	1094	8065	4	700	2024-11-24 00:00:00
166	13	1053	5858	1	340	2024-11-10 00:00:00
167	18	1030	6521	0	0	2024-12-03 00:00:00
168	10	1003	7132	1	175	2024-11-15 00:00:00
169	19	1043	6899	0	0	2024-07-11 00:00:00
170	17	1007	6406	2	25	2024-01-17 00:00:00
171	19	1049	5632	2	1800	2024-08-01 00:00:00
172	5	1073	6664	0	0	2024-09-24 00:00:00
173	6	1041	6486	0	0	2024-11-06 00:00:00
174	9	1077	7498	0	0	2024-08-18 00:00:00
175	12	1079	7565	0	0	2024-05-11 00:00:00
176	6	1054	7893	2	680	2024-03-27 00:00:00
177	1	1069	5694	3	37.5	2024-01-04 00:00:00
178	1	1093	7597	2	350	2024-10-03 00:00:00
179	15	1099	5928	2	25	2024-01-27 00:00:00
180	2	1091	5115	3	37.5	2024-01-11 00:00:00
181	16	1027	8685	2	25	2024-07-08 00:00:00
182	8	1008	6031	3	1020	2024-11-15 00:00:00
183	13	1032	6241	3	37.5	2024-03-28 00:00:00
184	6	1084	6742	3	37.5	2024-06-03 00:00:00
185	1	1064	6613	2	1800	2024-05-02 00:00:00
186	16	1010	6903	0	0	2024-02-05 00:00:00
187	7	1013	7451	4	1360	2024-03-31 00:00:00
188	5	1063	8638	1	340	2024-09-03 00:00:00
189	3	1093	5303	2	350	2024-03-02 00:00:00
190	12	1035	6490	0	0	2024-08-13 00:00:00
191	16	1061	6975	5	4500	2024-11-17 00:00:00
192	19	1054	7787	1	340	2024-10-23 00:00:00
193	5	1008	5087	2	680	2024-08-05 00:00:00
194	14	1029	6033	2	350	2024-03-19 00:00:00
195	5	1095	5307	3	525	2024-09-09 00:00:00
196	15	1041	7481	3	37.5	2024-01-24 00:00:00
197	17	1030	5801	1	12.5	2024-07-17 00:00:00
198	14	1086	5163	4	50	2024-12-02 00:00:00
199	20	1021	8310	2	350	2024-03-08 00:00:00
200	5	1076	8388	3	525	2024-10-22 00:00:00
201	12	1011	5995	1	12.5	2024-04-03 00:00:00
202	16	1002	7703	3	90	2024-07-10 00:00:00
203	16	1050	6358	1	12.5	2024-06-28 00:00:00
204	6	1041	7065	1	12.5	2024-06-19 00:00:00
205	7	1066	6094	1	900	2024-12-26 00:00:00
206	4	1098	6198	4	3600	2024-07-08 00:00:00
207	1	1003	6877	50	8750	2024-02-17 00:00:00
208	5	1080	6823	0	0	2024-10-28 00:00:00
209	10	1051	5810	1	30	2024-02-22 00:00:00
210	5	1068	7386	4	1360	2024-04-29 00:00:00
211	4	1087	7295	1	175	2024-11-15 00:00:00
212	2	1084	8264	1	12.5	2024-10-02 00:00:00
213	20	1025	8490	3	2700	2024-05-05 00:00:00
214	10	1030	6348	0	0	2024-05-02 00:00:00
215	19	1082	7353	1	175	2024-02-23 00:00:00
216	1	1011	6803	1	12.5	2024-08-05 00:00:00
217	5	1093	7251	2	350	2024-12-04 00:00:00
218	13	1017	7900	2	25	2024-05-15 00:00:00
219	4	1026	8194	1	175	2024-01-20 00:00:00
220	16	1023	6593	2	25	2024-11-09 00:00:00
221	16	1056	8922	1	340	2024-03-05 00:00:00
222	2	1052	7494	2	350	2024-05-15 00:00:00
223	17	1048	7760	2	1800	2024-05-15 00:00:00
224	20	1020	8562	4	50	2024-01-28 00:00:00
225	12	1002	5432	1	30	2024-04-04 00:00:00
226	18	1088	6647	4	700	2024-01-16 00:00:00
227	3	1031	6151	3	525	2024-11-15 00:00:00
228	1	1027	8619	3	37.5	2024-05-03 00:00:00
229	1	1002	8817	1	30	2024-02-02 00:00:00
230	19	1078	5821	3	37.5	2024-01-08 00:00:00
231	11	1004	6070	2	350	2024-08-20 00:00:00
232	5	1013	5504	2	680	2024-10-16 00:00:00
233	12	1100	5114	1	12.5	2024-05-20 00:00:00
234	3	1035	6439	1	30	2024-09-28 00:00:00
235	1	1072	6790	0	0	2024-10-18 00:00:00
236	1	1066	5994	3	2700	2024-06-30 00:00:00
237	8	1006	5222	3	37.5	2024-12-24 00:00:00
238	10	1031	5635	3	525	2024-07-31 00:00:00
239	11	1010	6972	1	175	2024-12-02 00:00:00
240	12	1021	8574	1	175	2024-02-08 00:00:00
241	13	1074	5671	1	340	2024-04-28 00:00:00
242	12	1023	5957	6	75	2024-02-03 00:00:00
243	14	1003	5932	3	525	2024-09-30 00:00:00
244	2	1032	5095	1	12.5	2024-02-10 00:00:00
245	19	1020	7154	4	50	2024-04-16 00:00:00
246	18	1074	5631	1	340	2024-08-15 00:00:00
247	3	1029	8684	1	175	2024-02-05 00:00:00
248	17	1052	8686	2	350	2024-09-17 00:00:00
249	8	1046	6701	0	0	2024-01-28 00:00:00
250	10	1034	6949	2	680	2024-07-15 00:00:00
251	2	1084	5697	0	0	2024-11-19 00:00:00
252	19	1061	5031	1		2024-05-10 00:00:00
253	9	1072	8564	3	37.5	2024-02-26 00:00:00
254	7	1071	7113	3	525	2024-06-28 00:00:00
255	4	1070	6202	2	60	2024-11-18 00:00:00
256	6	1011	5778	1	12.5	2024-01-23 00:00:00
257	18	1082	6466	0	0	2024-03-10 00:00:00
258	13	1093	5915	2	350	2024-10-09 00:00:00
259	11	1089	5548	1	340	2024-12-07 00:00:00
260	4	1063	7248	2	680	2024-09-05 00:00:00
261	6	1021	6893	4	14000	2024-07-11 00:00:00
262	4	1003	7096	1	175	2024-10-18 00:00:00
263	10	1082	7834	4	700	2024-12-12 00:00:00
264	5	1088	7998	0	0	2024-01-09 00:00:00
265	9	1010	6703	1	175	2024-12-29 00:00:00
266	3	1027	7310	0	0	2024-08-30 00:00:00
267	17	1012	6156	1	30	2024-01-25 00:00:00
268	3	1007	7030	1	12.5	2024-03-18 00:00:00
269	16	1017	6833	5	62.5	2024-08-28 00:00:00
270	4	1065	5343	1	12.5	2024-10-09 00:00:00
271	18	1064	6199	1	900	2024-01-09 00:00:00
272	17	1026	8462	0	0	2024-07-22 00:00:00
273	7	1015	7058	3	37.5	2024-07-02 00:00:00
274	5	1033	7248	2	25	2024-04-24 00:00:00
275	12	1062	5944	2	25	2024-02-16 00:00:00
276	17	1047	5925	2	25	2024-12-03 00:00:00
277	13	1095	8880	3	525	2024-06-25 00:00:00
278	3	1035	7050	1	30	2024-05-21 00:00:00
279	9	1065	8285	1	12.5	2024-03-14 00:00:00
280	17	1072	7855	1	12.5	2024-03-24 00:00:00
281	17	1076	6330	3	525	2024-10-04 00:00:00
282	20	1083	7003	4	50	2024-07-05 00:00:00
283	16	1025	8615	3	2700	2024-06-10 00:00:00
284	13	1057	7607	0	0	2024-10-30 00:00:00
285	19	1032	8398	3	37.5	2024-12-23 00:00:00
286	17	1063	6787	3	1020	2024-01-30 00:00:00
287	4	1012	7246	0	0	2024-01-01 00:00:00
288	12	1063	6939	3	1020	2024-01-26 00:00:00
289	9	1077	8672	4	700	2024-07-17 00:00:00
290	19	1092	7156	1	175	2024-09-19 00:00:00
291	12	1001	8362	3	2700	2024-12-30 00:00:00
292	9	1051	7155	2	60	2024-01-05 00:00:00
293	7	1070	8479	1	30	2024-03-24 00:00:00
294	14	1008	7599	5	1700	2024-12-13 00:00:00
295	20	1068	8020	1	340	2024-01-23 00:00:00
296	19	1005	5051	0	0	2024-05-15 00:00:00
297	15	1089	7159	2	680	2024-07-26 00:00:00
298	16	1086	5294	1	12.5	2024-06-17 00:00:00
299	6	1092	8651	4	700	2024-11-21 00:00:00
300	5	1039	8260	1	175	2024-11-28 00:00:00
301	3	1023	8915	1	12.5	2024-07-12 00:00:00
302	12	1068	8792	2	680	2024-11-14 00:00:00
303	20	1052	7112	1	175	2024-07-29 00:00:00
304	6	1004	7621	3	525	2024-08-16 00:00:00
305	4	1047	5464	5	62.5	2024-10-07 00:00:00
306	6	1021	7305	1	175	2024-08-25 00:00:00
307	16	1056	6669	2	680	2024-04-13 00:00:00
308	7	1066	8051	3	2700	2024-12-03 00:00:00
309	13	1059	5633	50	625	2024-01-29 00:00:00
310	6	1007	6354	3	37.5	2024-02-06 00:00:00
311	10	1049	6524	2	1800	2024-11-26 00:00:00
312	7	1016	8754	0	0	2024-08-24 00:00:00
313	14	1017	5209	2	25	2024-06-17 00:00:00
314	5	1084	8879	3	37.5	2024-08-24 00:00:00
315	3	1087	7136	2	350	2024-12-08 00:00:00
316	11	1098	8750	0	0	2024-03-27 00:00:00
317	11	1075	7075	3	525	2024-02-04 00:00:00
318	18	1034	5237	4	1360	2024-01-03 00:00:00
319	15	1033	5335	1	12.5	2024-06-23 00:00:00
320	12	1026	7110	4	700	2024-07-08 00:00:00
321	9	1066	8838	0	0	2024-09-30 00:00:00
322	10	1063	8979	3	1020	2024-11-08 00:00:00
323	12	1087	6576	3	525	2024-03-13 00:00:00
324	17	1041	5499	3	37.5	2024-02-17 00:00:00
325	6	1086	6564	3	37.5	2024-01-20 00:00:00
326	7	1058	5790	2	25	2024-07-27 00:00:00
327	14	1098	8540	1	900	2024-04-18 00:00:00
328	13	1079	7639	3	2700	2024-05-06 00:00:00
329	8	1010	8122	1	175	2024-04-03 00:00:00
330	10	1015	6135	3	37.5	2024-03-10 00:00:00
331	9	1042	8944	3	2700	2024-10-05 00:00:00
332	18	1093	7348	3	525	2024-02-15 00:00:00
333	2	1057	8161	2	25	2024-05-14 00:00:00
334	5	1087	5228	3	525	2024-01-26 00:00:00
335	5	1017	5149	1	12.5	2024-07-13 00:00:00
336	6	1060	6778	2	25	2024-11-08 00:00:00
337	19	1009	8209	1	175	2024-10-07 00:00:00
338	8	1036	8206	4	1360	2024-07-13 00:00:00
339	16	1073	8528	3	37.5	2024-07-25 00:00:00
340	13	1080	6624	4	50	2024-05-03 00:00:00
341	1	1036	8565	4	1360	2024-06-15 00:00:00
342	20	1048	7574	4	3600	2024-03-08 00:00:00
343	17	1051	5332	4	120	2024-06-14 00:00:00
344	7	1097	8433	1	900	2024-04-27 00:00:00
345	13	1095	5173	0	0	2024-11-15 00:00:00
346	4	1070	8673	0	0	2024-07-31 00:00:00
347	4	1074	8284	4	1360	2024-11-05 00:00:00
348	6	1080	6366	3	37.5	2024-08-09 00:00:00
349	19	1068	7108	0	0	2024-07-17 00:00:00
350	12	1022	8947	0	0	2024-06-26 00:00:00
351	7	1077	8803	2	350	2024-02-12 00:00:00
352	10	1080	6084	1	12.5	2024-05-14 00:00:00
353	19	1093	5818	1	175	2024-06-20 00:00:00
354	7	1006	6701	6	75	2024-01-07 00:00:00
355	3	1026	7571	1	175	2024-01-10 00:00:00
356	13	1075	7263	2	350	2024-03-18 00:00:00
357	13	1088	6612	0	0	2024-07-15 00:00:00
358	18	1093	8815	1	175	2024-07-08 00:00:00
359	20	1003	5623	1	175	2024-08-16 00:00:00
360	8	1052	5577	2	350	2024-02-02 00:00:00
361	9	1074	7741	1	340	2024-11-13 00:00:00
362	7	1060	5422	0	0	2024-04-26 00:00:00
363	1	1063	7763	1	340	2024-03-18 00:00:00
364	3	1065	8494	3	37.5	2024-01-30 00:00:00
365	13	1052	6394	1	175	2024-05-03 00:00:00
366	17	1090	6229	1	900	2024-12-12 00:00:00
367	1	1076	8357	3	525	2024-02-05 00:00:00
368	6	1014	8176	3	37.5	2024-12-23 00:00:00
369	6	1089	5753	1	340	2024-07-21 00:00:00
370	6	1072	5746	0	0	2024-04-16 00:00:00
371	12	1068	5687	4	1360	2024-04-09 00:00:00
372	13	1028	5722	2	1800	2024-05-23 00:00:00
373	13	1071	6566	1	175	2024-03-21 00:00:00
374	15	1010	5746	3	525	2024-01-19 00:00:00
375	6	1057	5241	1	12.5	2024-06-11 00:00:00
376	16	1100	8562	1	12.5	2024-10-20 00:00:00
377	6	1066	7712	4	3600	2024-07-04 00:00:00
378	11	1090	5707	4	3600	2024-07-02 00:00:00
379	5	1050	8569	1	12.5	2024-03-03 00:00:00
380	4	1014	5434	2	25	2024-06-24 00:00:00
381	3	1016	5780	4	50	2024-08-24 00:00:00
382	19	1054	5483	2	680	2024-11-17 00:00:00
383	20	1043	8518	2	25	2024-12-24 00:00:00
384	18	1042	7431	1	900	2024-07-09 00:00:00
385	15	1081	6533	0	0	2024-12-12 00:00:00
386	9	1022	5169	1	12.5	2024-07-05 00:00:00
387	17	1068	6020	3	1020	2024-02-20 00:00:00
388	14	1019	7997	4	3600	2024-11-17 00:00:00
389	15	1066	5868	3	2700	2024-04-26 00:00:00
390	1	1039	7370	1	175	2024-11-03 00:00:00
391	6	1073	5847	0	0	2024-11-30 00:00:00
392	3	1019	6497	1	900	2024-11-16 00:00:00
393	16	1016	8303	4	50	2024-06-06 00:00:00
394	11	1054	5695	1	340	2024-04-29 00:00:00
395	12	1025	7406	2	1800	2024-03-04 00:00:00
396	10	1018	8346	0	0	2024-03-21 00:00:00
397	16	1023	8982	5	62.5	2024-10-22 00:00:00
398	8	1085	5031	2	25	2024-03-28 00:00:00
399	6	1011	5176	1	12.5	2024-02-28 00:00:00
400	12	1039	7964	3	525	2024-04-24 00:00:00
401	6	1068	7112	4	1360	2024-12-07 00:00:00
402	8	1025	8781	1	900	2024-09-27 00:00:00
403	4	1063	7074	1	340	2024-09-04 00:00:00
404	8	1096	8734	4	3600	2024-12-30 00:00:00
405	18	1030	8886	4	50	2024-10-03 00:00:00
406	5	1045	6502	1	12.5	2024-03-31 00:00:00
407	9	1090	7315	2	1800	2024-09-28 00:00:00
408	4	1061	7644	3	2700	2024-09-05 00:00:00
409	17	1100	8059	2	25	2024-02-16 00:00:00
410	9	1051	5065	3	90	2024-07-24 00:00:00
411	1	1098	5132	2	1800	2024-11-19 00:00:00
412	6	1009	6928	8	1400	2024-12-09 00:00:00
413	20	1076	5915	2	350	2024-03-17 00:00:00
414	13	1002	8437	1	30	2024-09-17 00:00:00
415	16	1005	7129	1	12.5	2024-04-13 00:00:00
416	13	1062	6916	0	0	2024-05-01 00:00:00
417	14	1069	6854	0	0	2024-12-30 00:00:00
418	3	1052	8029	2	350	2024-07-18 00:00:00
419	6	1086	6351	1	250	2024-11-07 00:00:00
420	18	1005	8169	3	37.5	2024-10-21 00:00:00
421	19	1059	5584	2	25	2024-12-04 00:00:00
422	5	1068	7374	1	340	2024-09-22 00:00:00
423	15	1009	7589	1	175	2024-06-15 00:00:00
424	2	1093	6148	2	350	2024-06-07 00:00:00
425	10	1022	7257	4	50	2024-09-02 00:00:00
426	18	1027	8855	2	500	2024-03-18 00:00:00
427	13	1010	6748	2	350	2024-01-08 00:00:00
428	5	1080	7180	1	12.5	2024-08-26 00:00:00
429	1	1061	8574	1	900	2024-05-12 00:00:00
430	1	1051	7204	1	30	2024-12-29 00:00:00
431	18	1010	8630	1	175	2024-09-18 00:00:00
432	15	1006	6892	2	25	2024-11-11 00:00:00
433	17	1062	7922	2	25	2024-08-09 00:00:00
434	11	1005	7429	4	50	2024-12-23 00:00:00
435	6	1070	8093	3		2024-04-10 00:00:00
436	17	1063	5973	4	1360	2024-04-14 00:00:00
437	13	1056	7642	5	1700	2024-05-01 00:00:00
438	1	1059	6442	3	37.5	2024-07-28 00:00:00
439	2	1063	7519	2	680	2024-09-11 00:00:00
440	9	1089	5233	1	340	2024-10-03 00:00:00
441	3	1059	7619	3	37.5	2024-12-22 00:00:00
442	1	1051	6477	2	60	2024-07-06 00:00:00
443	6	1050	8771	0	0	2024-10-25 00:00:00
444	16	1004	6593	4	700	2024-06-07 00:00:00
445	6	1048	5770	3	2700	2024-07-31 00:00:00
446	17	1032	8233	2	25	2024-03-15 00:00:00
447	5	1051	7348	0	0	2024-03-20 00:00:00
448	5	1052	5305	1	175	2024-03-13 00:00:00
449	6	1099	5001	6	75	2024-04-24 00:00:00
450	3	1074	5270	1	340	2024-10-05 00:00:00
451	6	1034	5420	3	1020	2024-04-12 00:00:00
452	5	1036	8214	50	17000	2024-01-23 00:00:00
453	6	1070	7747	4	120	2024-11-03 00:00:00
454	5	1043	5863	0	0	2024-09-15 00:00:00
455	10	1016	6876	2	25	2024-06-25 00:00:00
456	10	1059	8007	3	37.5	2024-03-10 00:00:00
457	19	1053	8041	1	340	2024-05-27 00:00:00
458	17	1019	8807	0	0	2024-07-25 00:00:00
459	6	1098	6009	1	900	2024-04-19 00:00:00
460	14	1089	7926	4		2024-01-30 00:00:00
461	9	1095	7739	2	350	2024-09-04 00:00:00
462	14	1041	8606	1	12.5	2024-03-10 00:00:00
463	1	1081	7914	1	340	2024-01-29 00:00:00
464	19	1047	6060	2	25	2024-10-04 00:00:00
465	13	1094	5106	1	175	2024-06-16 00:00:00
466	13	1054	8368	3	1020	2024-03-25 00:00:00
467	4	1055	8812	4	700	2024-03-05 00:00:00
468	1	1095	6848	2	350	2024-06-06 00:00:00
469	17	1019	8168	2	1800	2024-09-14 00:00:00
470	8	1062	7328	4	50	2024-01-24 00:00:00
471	2	1099	6133	1	12.5	2024-09-24 00:00:00
472	8	1093	5548	1	175	2024-09-17 00:00:00
473	7	1059	7599	0	0	2024-08-13 00:00:00
474	2	1065	6620	1	12.5	2024-01-14 00:00:00
475	3	1068	6837	1	340	2024-07-22 00:00:00
476	18	1028	7235	3		2024-09-11 00:00:00
477	12	1018	7799	5	4500	2024-10-09 00:00:00
478	1	1026	7917	3	525	2024-03-06 00:00:00
479	12	1019	6511	1	900	2024-06-25 00:00:00
480	5	1055	6377	2	350	2024-02-14 00:00:00
481	17	1057	5018	6	75	2024-02-07 00:00:00
482	16	1006	5858	1	12.5	2024-11-09 00:00:00
483	15	1001	6416	2	1800	2024-12-21 00:00:00
484	15	1008	8908	4	1360	2024-11-23 00:00:00
485	5	1097	6284	3	2700	2024-03-06 00:00:00
486	6	1051	8032	2	60	2024-04-14 00:00:00
487	14	1085	5409	0	0	2024-04-15 00:00:00
488	2	1088	6426	5	875	2024-11-05 00:00:00
489	11	1025	6693	0	0	2024-06-05 00:00:00
490	19	1047	7531	1	12.5	2024-12-10 00:00:00
491	7	1055	8375	2	350	2024-08-28 00:00:00
492	6	1064	5623	2	1800	2024-01-04 00:00:00
493	2	1083	5655	4	50	2024-05-17 00:00:00
494	6	1093	5767	3	525	2024-02-13 00:00:00
495	18	1010	5017	2	350	2024-07-27 00:00:00
496	2	1056	7231	2	680	2024-03-02 00:00:00
497	18	1012	7452	1	30	2024-12-15 00:00:00
498	15	1033	7846	1	12.5	2024-01-05 00:00:00
499	19	1071	8968	1	175	2024-02-13 00:00:00
500	2	1017	8202	6	75	2024-03-13 00:00:00
501	20	1061	7526	0	0	2024-06-23 00:00:00
502	6	1010	6816	3	525	2024-01-14 00:00:00
503	1	1031	6780	4	700	2024-01-19 00:00:00
504	15	1060	5007	3	37.5	2024-01-13 00:00:00
505	10	1070	5704	3	90	2024-01-21 00:00:00
506	19	1017	6341	0	0	2024-10-21 00:00:00
